CUI	DEF
C2721747	Osteoporosis is a systemic skeletal disorder characterized by: decreased bone mass and deterioration of bone microarchitecture. Osteopenia is a milder form of bone loss. Increased fracture risk even with minimal trauma; most common sites for bone loss and resultant fractures are thoracic and lumbar vertebrae, ribs, upper femur, lower radius. Usually causes no signs or symptoms except height loss and kyphosis until fractures occur. Pathogenesis: genetics; medications; diet; race; gender; lifestyle; physical activity. Type 1 (postmenopausal) is most common; results from sex hormone deficiency; increased recruitment/responsiveness of osteoclast precursors and increased bone resorption outpace bone formation; decreased trabecular bone leads to an increased risk of Colles and vertebral fractures; estrogen deficiency may cause bone to be more sensitive to parathyroid hormone, leading to increased calcium release from bone, decreased renal calcium excretion, and increased production of 1,25-dihydroxyvitamin D; gonadal deficiency may also increase production of cytokines that have an influence on osteoclasts. Type 2 (senile) occurs in both genders; decreased formation of bone and decreased renal production of 1,25(OH)2 D3 occurring late in life; loss of cortical and trabecular bone leads to increased fracture risk in hip, long bones, vertebrae. Type 3, secondary to medications or due to other conditions that cause increased bone loss by various mechanisms. Bone mineral density frequently used as approximate measure of bone strength. WHO defines osteoporosis as bone density 2.5 standard deviations below mean for young adult white females. Markers of bone turnover (bone specific alkaline phosphatase, osteocalcin, type I procollagen peptides, and urinary deoxypyridinoline) sometimes used to monitor response to therapy
C2721748	Eyelids maintain health of underlying eye by protecting cornea and assist in distribution and elimination of tears. Eyelid structure: anterior layer of skin and orbicularis oculi muscle; posterior layer of tarsus and conjunctiva; orbicularis oculi muscles (innervated by CN VII) closes eyelid; upper eyelid is raised by levator muscle (innervated by CN III) and Mueller's muscle; orbital septum - originating from orbital rim - inserts into upper lid and lower lid; septum limits spread of eyelid bleeding or infection to posterior orbital structures. Glands along eyelid margin contribute to lipid component of tears; may become inflamed; meibomian glands lie within tarsus; pilosebaceous glands of Zeiss and apocrine glands of Moll are anterior to meibomian glands within distal eyelid margin. Problems that can afflict eyelids: neoplasms; inflammation and infection; and structural problems (e.g., ectropion). Most eyelid disorders do not threaten vision but may produce irritative symptoms (burning, foreign body sensation or pain). Blepharitis (eyelid inflammation) is characterized by erythematous eyelids with debris accumulation along eyelid margin.
C2748382	Osteonecrosis occurs as a result of compromise to the blood supply to bone. Hip (femoral head) is a common location, but other bones can also be affected. Two main forms: traumatic (more common, due to direct injury and damage of blood supply) and non-traumatic. Non-traumatic form is associated with several risk factors/conditions including corticosteroid use, alcohol abuse, sickle cell anemia, Gaucher disease, systemic lupus erythematosus, coagulopathies, hyperlipidemia, organ transplantation, caisson disease, thyroid disorders and genetic factors; some cases are idiopathic.Symptoms of osteonecrosis of the femoral head: groin pain (occasionally buttock pain; deep, throbbing and worsens upon walking); and catching or popping sensation with motion. Physical examination: pain with range of motion and walking; limitation of internal rotation; Trendelenburg gait often present; plain radiographs of hip are often normal. Osteonecrosis of jaw (ONJ): associated with use of biphosphonates; typically occurs in the setting of recent dental surgery; signs and symptoms include pain, tooth mobility, mucosal swelling, erythema and ulceration.
C2748383	Renovascular disorders include: atherosclerotic renal artery stenosis (most common primary disease of the renal arteries); fibromuscular dysplasia of the renal arteries; embolic renal artery occlusion; and renovascular microvascular disorders. All can result in renal dysfunction, usually evidenced by high plasma renin levels. Usually present in one of three forms: asymptomatic renal artery stenosis; renovascular hypertension; ischemic nephropathy. Primarily due to constriction of afferent renal artery resulting in decreased perfusion pressure of larger circulation and/or microcirculation. Disorder of larger circulation is commonly due to unilateral or bilateral renal artery stenosis. Microcirculation disorders are commonly due to small vessel thrombosis from proximal upstream thrombi (e.g., in the stenosed renal artery) or from distal sites (e.g., intracardiac thrombi). Mechanisms of chemotherapy-induced renal dysfunction include: damage to kidney vasculature or structures; hemolytic uremic syndrome; prerenal perfusion deficits. Renovascular disorders may result in progressive severe hypertension with the usual sequelae of this condition.
C2748384	Sclera is the dense, white fibrous outer protective layer of eye. Consists largely of collagen. Histologic structure is similar to cornea. Varies in thickness from 0.3 mm to about 0.6 mm. Continuous with cornea (anterior) and dural sheath of optic nerve (posterior). Episclera is thin layer of elastic tissue on outer surface of anterior sclera; contains blood vessels that feed sclera. Signs and symptoms of sclera disorders are lacrimation, hyperemic patches, globe perforation, discoloration, plaque deposits, redness, eye pain, photophobia and loss of vision. Conditions affecting sclera include blue sclera, scleral ectasia, staphyloma, scleritis and episcleritis, scleromalacia perforans and hyaline degeneration.
C2939108	Three main forms: affecting the cornea and conjunctiva; endophthalmitis (infection inside the eye); infections of the ocular adnexa and orbit. Treatment of eye infections is based on severity of symptoms and magnitude of possible outcome. Severe conjunctivitis requires aggressive management with broad spectrum antibiotics. Vision loss can occur despite treatment. Patients who have had recent surgery are at risk for developing endophthalmitis. Numerous bacterial and fungal organisms can cause ocular infections.
C2939109	Ocular motility disorders include gaze palsy, internuclear ophthalmoplegia, oculomotor nerve lesions, trochlear nerve lesions, abducens nerve lesions, diabetic ophthalmoplegias, painful ophthalmoplegias, myesthenia gravis, and ocular myopathies. Extraocular muscles controlling eye movements are medial and lateral rectus, inferior and superior rectus, and superior and inferior oblique. Cranial nerve palsies resulting in eye movement disorders are: Oculomotor nerve palsy - may be caused by brain injury, aneurysm, hemorrhage, tumor, or diabetes; affected eye turns outward when the unaffected eye looks straight ahead; this causes double vision. Trochlear nerve palsy - often has no identified cause but may be due to head injury; both eyes or only one may be affected; affected eye is not able to turn inward or down; double vision results. Abducens nerve palsy - may have a number of causes including head injury, tumors, multiple sclerosis, aneurysms, CNS infection, etc.; affected eye cannot turn outward.
C3160954	SMQ Pregnancy and neonatal topics was developed to replace original SMQ Adverse pregnancy outcome/reproductive toxicity (incl neonatal disorders) which had discrepancies in term inclusion resulting in maintenance issues. It was also developed to be more compatible with regulatory goals related to pregnancy and neonatal topics. Lactation associated disorders (functional and related to neonatal exposures through breast milk) are also in this SMQ, but fertility-related topics and developmental disorders are not. Referenced during construction of this SMQ was EMA's Guideline on the Exposure to Medicinal Products during Pregnancy: Need for Post-Authorisation Data in which pregnancy outcomes are defined as: Live birth, normal; Live birth, abnormal (including pre-term, term, and post-term birth; small for gestational age infants/ Intrauterine growth retardation; drug withdrawal syndrome in the neonate; malformations; and morbidity); Fetal death (including ectopic, miscarriage and stillbirth); and Termination of pregnancy.
C3160955	SMQ Pregnancy and neonatal topics was developed to replace original SMQ Adverse pregnancy outcome/reproductive toxicity (incl neonatal disorders) which had discrepancies in term inclusion resulting in maintenance issues. It was also developed to be more compatible with regulatory goals related to pregnancy and neonatal topics. Lactation associated disorders (functional and related to neonatal exposures through breast milk) are also in this SMQ, but fertility-related topics and developmental disorders are not. Referenced during construction of this SMQ was EMA's Guideline on the Exposure to Medicinal Products during Pregnancy: Need for Post-Authorisation Data in which pregnancy outcomes are defined as: Live birth, normal; Live birth, abnormal (including pre-term, term, and post-term birth; small for gestational age infants/ Intrauterine growth retardation; drug withdrawal syndrome in the neonate; malformations; and morbidity); Fetal death (including ectopic, miscarriage and stillbirth); and Termination of pregnancy. Sub-search SMQ Pregnancy, labour and delivery complications and risk factors (excl abortions and stillbirth) relates to abnormal labor, pregnancy, delivery; malpresentation, ectopic pregnancy, placenta issues, and conditions that increase risk of pregnancy complications.
C3160956	SMQ Pregnancy and neonatal topics was developed to replace original SMQ Adverse pregnancy outcome/reproductive toxicity (incl neonatal disorders) which had discrepancies in term inclusion resulting in maintenance issues. It was also developed to be more compatible with regulatory goals related to pregnancy and neonatal topics. Lactation associated disorders (functional and related to neonatal exposures through breast milk) are also in this SMQ, but fertility-related topics and developmental disorders are not. Referenced during construction of this SMQ was EMA's Guideline on the Exposure to Medicinal Products during Pregnancy: Need for Post-Authorisation Data in which pregnancy outcomes are defined as: Live birth, normal; Live birth, abnormal (including pre-term, term, and post-term birth; small for gestational age infants/ Intrauterine growth retardation; drug withdrawal syndrome in the neonate; malformations; and morbidity); Fetal death (including ectopic, miscarriage and stillbirth); and Termination of pregnancy. Sub-search SMQ Lactation related topics (incl neonatal exposure through breast milk) relates to lactation disorders and conditions occurring in the context of pregnancy such as breast and nipple complications associated with lactation. Also, it relates to drug exposures and intoxications via breast milk and feeding disorders.
C3160957	SMQ Pregnancy and neonatal topics was developed to replace original SMQ Adverse pregnancy outcome/reproductive toxicity (incl neonatal disorders) which had discrepancies in term inclusion resulting in maintenance issues. It was also developed to be more compatible with regulatory goals related to pregnancy and neonatal topics. Lactation associated disorders (functional and related to neonatal exposures through breast milk) are also in this SMQ, but fertility-related topics and developmental disorders are not. Referenced during construction of this SMQ was EMA's Guideline on the Exposure to Medicinal Products during Pregnancy: Need for Post-Authorisation Data in which pregnancy outcomes are defined as: Live birth, normal; Live birth, abnormal (including pre-term, term, and post-term birth; small for gestational age infants/ Intrauterine growth retardation; drug withdrawal syndrome in the neonate; malformations; and morbidity); Fetal death (including ectopic, miscarriage and stillbirth); and Termination of pregnancy. Sub-search SMQ Functional lactation disorders relates to lactation disorders and conditions occurring in the context of pregnancy such as breast and nipple complications associated with lactation, and to feeding disorders.
C3160958	SMQ Pregnancy and neonatal topics was developed to replace original SMQ Adverse pregnancy outcome/reproductive toxicity (incl neonatal disorders) which had discrepancies in term inclusion resulting in maintenance issues. It was also developed to be more compatible with regulatory goals related to pregnancy and neonatal topics. Lactation associated disorders (functional and related to neonatal exposures through breast milk) are also in this SMQ, but fertility-related topics and developmental disorders are not. Referenced during construction of this SMQ was EMA's Guideline on the Exposure to Medicinal Products during Pregnancy: Need for Post-Authorisation Data in which pregnancy outcomes are defined as: Live birth, normal; Live birth, abnormal (including pre-term, term, and post-term birth; small for gestational age infants/ Intrauterine growth retardation; drug withdrawal syndrome in the neonate; malformations; and morbidity); Fetal death (including ectopic, miscarriage and stillbirth); and Termination of pregnancy. Sub-search SMQ Neonatal exposures via breast milk relates to drug exposures and intoxications via breast milk.
C3160959	SMQ Pregnancy and neonatal topics was developed to replace original SMQ Adverse pregnancy outcome/reproductive toxicity (incl neonatal disorders) which had discrepancies in term inclusion resulting in maintenance issues. It was also developed to be more compatible with regulatory goals related to pregnancy and neonatal topics. Lactation associated disorders (functional and related to neonatal exposures through breast milk) are also in this SMQ, but fertility-related topics and developmental disorders are not. Referenced during construction of this SMQ was EMA's Guideline on the Exposure to Medicinal Products during Pregnancy: Need for Post-Authorisation Data in which pregnancy outcomes are defined as: Live birth, normal; Live birth, abnormal (including pre-term, term, and post-term birth; small for gestational age infants/ Intrauterine growth retardation; drug withdrawal syndrome in the neonate; malformations; and morbidity); Fetal death (including ectopic, miscarriage and stillbirth); and Termination of pregnancy. Sub-search SMQ Foetal disorders relates to issues concerning the condition of the fetus.
C3160960	SMQ Pregnancy and neonatal topics was developed to replace original SMQ Adverse pregnancy outcome/reproductive toxicity (incl neonatal disorders) which had discrepancies in term inclusion resulting in maintenance issues. It was also developed to be more compatible with regulatory goals related to pregnancy and neonatal topics. Lactation associated disorders (functional and related to neonatal exposures through breast milk) are also in this SMQ, but fertility-related topics and developmental disorders are not. Referenced during construction of this SMQ was EMA's Guideline on the Exposure to Medicinal Products during Pregnancy: Need for Post-Authorisation Data in which pregnancy outcomes are defined as: Live birth, normal; Live birth, abnormal (including pre-term, term, and post-term birth; small for gestational age infants/ Intrauterine growth retardation; drug withdrawal syndrome in the neonate; malformations; and morbidity); Fetal death (including ectopic, miscarriage and stillbirth); and Termination of pregnancy. Sub-search SMQ Neonatal disorders relates to issues concerning the condition of the neonate including procedures to correct congenital disorders manifesting in the neonate.
C3160961	SMQ Pregnancy and neonatal topics was developed to replace original SMQ Adverse pregnancy outcome/reproductive toxicity (incl neonatal disorders) which had discrepancies in term inclusion resulting in maintenance issues. It was also developed to be more compatible with regulatory goals related to pregnancy and neonatal topics. Lactation associated disorders (functional and related to neonatal exposures through breast milk) are also in this SMQ, but fertility-related topics and developmental disorders are not. Referenced during construction of this SMQ was EMA's Guideline on the Exposure to Medicinal Products during Pregnancy: Need for Post-Authorisation Data in which pregnancy outcomes are defined as: Live birth, normal; Live birth, abnormal (including pre-term, term, and post-term birth; small for gestational age infants/ Intrauterine growth retardation; drug withdrawal syndrome in the neonate; malformations; and morbidity); Fetal death (including ectopic, miscarriage and stillbirth); and Termination of pregnancy. Sub-search SMQ Termination of pregnancy and risk of abortion relates to abortions (spontaneous, induced, stillbirth) and their associated complications, and procedures and investigations related to pregnancy termination. Risk factors for abortions are also addressed.
C3160962	SMQ Pregnancy and neonatal topics was developed to replace original SMQ Adverse pregnancy outcome/reproductive toxicity (incl neonatal disorders) which had discrepancies in term inclusion resulting in maintenance issues. It was also developed to be more compatible with regulatory goals related to pregnancy and neonatal topics. Lactation associated disorders (functional and related to neonatal exposures through breast milk) are also in this SMQ, but fertility-related topics and developmental disorders are not. Referenced during construction of this SMQ was EMA's Guideline on the Exposure to Medicinal Products during Pregnancy: Need for Post-Authorisation Data in which pregnancy outcomes are defined as: Live birth, normal; Live birth, abnormal (including pre-term, term, and post-term birth; small for gestational age infants/ Intrauterine growth retardation; drug withdrawal syndrome in the neonate; malformations; and morbidity); Fetal death (including ectopic, miscarriage and stillbirth); and Termination of pregnancy. Sub-search SMQ Normal pregnancy conditions and outcomes relates to normal pregnancy conditions and outcomes as well as unintended pregnancy and investigation results indicative of pregnancy.
C3160963	Malignancies (SMQ) includes terms for: all types of malignant or unspecified tumors; malignancy related conditions; malignancy related therapeutic and diagnostic procedures; and tumour markers. [Note: Premalignant disorders are in a separate SMQ]. There are ten sub-SMQs which can be used separately or in combination. Malignancies (SMQ) is subdivided into four sub-SMQs: Malignant or unspecified tumours (SMQ); Malignancy related conditions (SMQ); Malignancy related therapeutic and diagnostic procedures (SMQ); and Tumour markers (SMQ). Malignant or unspecified tumours (SMQ) contains all MedDRA terms for malignant or unspecified tumors, which is further subdivided into two separate sub-SMQs: Malignant tumours (SMQ); and Tumours of unspecified malignancy (SMQ). Malignant tumours (SMQ) is subordinated by Haematological malignant tumours (SMQ); and Non-haematological malignant tumours (SMQ). Tumours of unspecified malignancy (SMQ) is subordinated by Haematological tumours of unspecified malignancy (SMQ); and Non-haematological tumours of unspecified malignancy (SMQ).
C3160964	Malignancies (SMQ) includes terms for: all types of malignant or unspecified tumors; malignancy related conditions; malignancy related therapeutic and diagnostic procedures; and tumour markers. [Note: Premalignant disorders are in a separate SMQ]. There are ten sub-SMQs which can be used separately or in combination. Malignancies (SMQ) is subdivided into four sub-SMQs: Malignant or unspecified tumours (SMQ); Malignancy related conditions (SMQ); Malignancy related therapeutic and diagnostic procedures (SMQ); and Tumour markers (SMQ). Malignant or unspecified tumours (SMQ) contains all MedDRA terms for malignant or unspecified tumors, which is further subdivided into two separate sub-SMQs: Malignant tumours (SMQ); and Tumours of unspecified malignancy (SMQ). Malignant tumours (SMQ) is subordinated by Haematological malignant tumours (SMQ); and Non-haematological malignant tumours (SMQ). Tumours of unspecified malignancy (SMQ) is subordinated by Haematological tumours of unspecified malignancy (SMQ); and Non-haematological tumours of unspecified malignancy (SMQ).
C3160965	SMQ Biliary disorders was developed to detect all types of disorders related to the biliary tract (treatment-associated or as medical history). Concerns all types of gallbladder and bile duct disorders. SMQ Biliary neoplasms malignant and unspecified covers malignant and unspecified biliary neoplasms and has two separate sub-search SMQs - one for malignant tumors and one for tumors of unspecified malignancy.
C3160966	SMQ Biliary disorders was developed to detect all types of disorders related to the biliary tract (treatment-associated or as medical history). Concerns all types of gallbladder and bile duct disorders. SMQ Biliary neoplasms malignant and unspecified covers malignant and unspecified biliary neoplasms and has two separate sub-search SMQs - one for malignant tumors and one for tumors of unspecified malignancy.
C3160967	Developed to detect all malignant and unspecified tumors related to breast. Covers all malignant and unspecified neoplasms related to breast and in addition: malignancy related conditions; malignancy related therapeutic and diagnostic procedures; and tumor markers specific for this organ. Includes two sub-search SMQs - one for malignant tumors and one for tumors of unspecified malignancy. Sub-search SMQ Breast malignant tumours contains terms related to malignant neoplasms of the breast.
C3160968	Developed to detect all malignant and unspecified tumors related to breast. Covers all malignant and unspecified neoplasms related to breast and in addition: malignancy related conditions; malignancy related therapeutic and diagnostic procedures; and tumor markers specific for this organ. Includes two sub-search SMQs - one for malignant tumors and one for tumors of unspecified malignancy. Sub-search SMQ Breast tumours of unspecified malignancy contains terms related to breast neoplasms of unspecified malignancy.
C3160969	Developed to detect all malignant and unspecified tumors related to ovary. Covers all malignant and unspecified neoplasms related to ovary and in addition: malignancy related conditions; malignancy related therapeutic and diagnostic procedures; tumor markers. Includes two sub-search SMQs - one for malignant tumors and one for tumors of unspecified malignancy. Sub-search SMQ Ovarian malignant tumours contains terms related to malignant neoplasms of the ovary.
C3160970	Developed to detect all malignant and unspecified tumors related to ovary. Covers all malignant and unspecified neoplasms related to ovary and in addition: malignancy related conditions; malignancy related therapeutic and diagnostic procedures; tumor markers. Includes two sub-search SMQs - one for malignant tumors and one for tumors of unspecified malignancy. Sub-search SMQ Ovarian tumours of unspecified malignancy contains terms related to ovarian neoplasms of unspecified malignancy.
C3160971	Developed to detect all malignant and unspecified tumors related to prostate. Covers all malignant and unspecified neoplasms related to prostate and in addition:malignancy related conditions; malignancy related therapeutic and diagnostic procedures; tumor markers. Includes two sub-search SMQs - one for malignant tumors and one for tumors of unspecified malignancy. Sub-search SMQ Prostate malignant tumours contains terms related to malignant neoplasms of the prostate.
C3160972	Developed to detect all malignant and unspecified tumors related to prostate. Covers all malignant and unspecified neoplasms related to prostate and in addition:malignancy related conditions; malignancy related therapeutic and diagnostic procedures; tumor markers. Includes two sub-search SMQs - one for malignant tumors and one for tumors of unspecified malignancy. Sub-search SMQ Prostate tumours of unspecified malignancy contains terms related to prostate neoplasms of unspecified malignancy.
C3160973	SMQ developed to detect all types of malignant and unspecified tumors related to the skin. It covers all types of malignant and unspecified neoplasms related to skin; also: malignancy related conditions (specific for skin); malignancy related therapeutic procedures (specific for skin); malignancy related diagnostic procedures (specific for skin). Includes two sub-search SMQs - one for malignant tumors and one for tumors of unspecified malignancy. Sub-search SMQ Skin malignant tumours contains terms related to malignant neoplasms of skin.
C3160974	SMQ developed to detect all types of malignant and unspecified tumors related to the skin. It covers all types of malignant and unspecified neoplasms related to skin; also: malignancy related conditions (specific for skin); malignancy related therapeutic procedures (specific for skin); malignancy related diagnostic procedures (specific for skin). Includes two sub-search SMQs - one for malignant tumors and one for tumors of unspecified malignancy. Sub-search SMQ Skin tumours of unspecified malignancy contains terms related to skin neoplasms of unspecified malignancy.
C3160975	Developed to detect all malignant and unspecified tumors related to uterus and fallopian tube. Covers all malignant and unspecified neoplasms related to uterus and fallopian tube and in addition: malignancy related conditions; malignancy related therapeutic and diagnostic procedures; premalignant conditions. Includes two sub-search SMQs - one for malignant tumors and one for tumors of unspecified malignancy. Sub-search SMQ Uterine and fallopian tube malignant tumours contains terms related to malignant neoplasms of the uterus and fallopian tube.
C3160976	Developed to detect all malignant and unspecified tumors related to uterus and fallopian tube. Covers all malignant and unspecified neoplasms related to uterus and fallopian tube and in addition: malignancy related conditions; malignancy related therapeutic and diagnostic procedures; premalignant conditions. Includes two sub-search SMQs - one for malignant tumors and one for tumors of unspecified malignancy. Sub-search SMQ Uterine and fallopian tube tumours of unspecified malignancy contains terms related to uterine and fallopian tube neoplasms of unspecified malignancy.
C3160977	This SMQ is a sub-search of SMQ Liver neoplasms malignant and unspecified which itself is a sub-search of SMQ Drug related hepatic disorders - severe events only; it contains terms related to malignant liver neoplasms. For detailed description, please refer to the one in SMQ Hepatic disorders.
C3160978	This SMQ is a sub-search of SMQ Liver neoplasms malignant and unspecified which itself is a sub-search of SMQ Drug related hepatic disorders - severe events only; it contains terms related to liver neoplasms of unspecified malignancy. For detailed description, please refer to the one in SMQ Hepatic disorders.
C3203746	Infertility: Failure to conceive (regardless of cause) after 1 year of unprotected intercourse. Up to 15% of couples of reproductive age are affected. Trend by many women to delay child-bearing is also a factor. Both male and female factors are involved in infertility, each gender accounting for approximately 35% of cases: combination of male and female factors accounts for 20% of infertility cases; in remaining 10%, etiology is not known. Some couples have normal results of standard infertility tests for infertility; postulated etiologies are: dysfunctional interaction between sperm and oocyte; poor quality of embryo; disruption at implantation site. Identifying a mutation or absence of a specific gene as reason for infertility may be possible in the future. Certain lifestyle factors have been linked to risk of infertility: environmental and occupational factors; toxic effects related to tobacco, marijuana, or other drugs; excessive exercise; inadequate diet associated with extreme weight loss or gain; advanced age. Drugs associated with development of infertility are: antineoplastic therapies (cyclophosphamide, chlorambucil, etc.); combinations of antineoplastic agents and steroid drugs; certain antibiotics; thyroid supplements; others.
C3203747	Hypotonic-hyporesponsive episode (HHE) is characterized by:sudden onset of reduced muscle tone; hyporesponsiveness (to verbal or other stimuli)' changed skin color (pallor, cyanosis). HHE has occurred after immunization with the following vaccines: diphtheria; tetanus; Haemophilus influenzae type b; hepatitis B vaccines. Most reports followed administration of pertussis component vaccines. More often associated with: whole-cell vaccines than acellular types; during primary immunization, generally following the first dose. Unclear if observed phenomena are related to: characteristics of the vaccine; immunologic phenomenon; toxic component(s) in the vaccine; combination of factors. In US vaccine surveillance system (VAERS), slightly more females (53%) than males experienced HHE, however, more reports of HHE in males have been noted in the Netherlands vaccine surveillance system. Time to onset of signs after immunization is generally three to four hours but can range from immediately to up to 48 hours post-immunization. Episode typically lasts six to thirty minutes. Up to one-third of cases also describe a fever. The Brighton Collaboration (BC) HHE Working Group - in developing a case definition for HHE - described diagnostic algorithms with three levels of certainty based on clinical observations at the time of the episode:
C3495945	SMQ for generalized convulsive seizure (GCS) developed to address the occurrence of this form of seizure as an adverse event following immunization (AEFI). Seizure = abnormal paroxysmal discharge of cerebral neurons because of cortical hyperexcitability. Categories include: partial seizures (i.e., focal or localization related seizures); generalized. Generalized seizures are classified as: atonic; tonic; clonic; tonic-clonic; myoclonic; absence. Seizures are characterized by: sudden, involuntary muscular contractions; sensory disturbances; autonomic dysfunction; behavioral abnormalities; impairment or loss of consciousness. With GCS, patient becomes unconscious and has convulsions over whole body. Brighton Collaboration case definition of generalized convulsive seizure as AEFI describes the following levels of diagnostic certainty: Level 1 of diagnostic certainty - witnessed sudden loss of consciousness AND generalized, tonic, clonic, tonic-clonic, or atonic motor manifestations; Level 2 of diagnostic certainty - history of unconsciousness AND generalized, tonic, clonic, tonic-clonic, or atonic motor manifestations; Level 3 of diagnostic certainty - history of unconsciousness AND other generalized motor manifestations.
C3544359	Oropharynx includes oral cavity bounded by: buccal aspect of lips; palate; floor of mouth; and posterior pharyngeal wall. Included in SMQ Oropharyngeal disorders are terms related to lesions and disorders falling wholly or partly within any part of oral cavity or pharynx; oropharyngeal neoplasms, cysts, and pre-neoplastic lesions; oropharyngeal infections; and gingival disorders. Excluded from SMQ Oropharyngeal disorders are: terms related to lesions or disorders of larynx and structures below larynx; terms related to lesions or disorders of nasal cavity; and investigations, surgical, therapeutic and medical procedures of the oropharynx (e.g., biopsy). SMQ Oropharyngeal conditions (excl neoplasms, infections and allergies) (NOTE: This SMQ is referred to SMQ Oropharyngeal lesions in the CIOMS Working Group original documentation) includes: terms for injuries; terms for ulcers; terms for hypoesthesias; terms for hemorrhages; and terms for unspecified disorders.
C3544360	Developed to detect all types of disorders related to the biliary tract (treatment-associated or as medical history). Concerns all types of gallbladder and bile duct disorders. SMQ Functional, inflammatory and gallstone related biliary disorders includes all types of functional, inflammatory and gallstone related biliary disorders and excludes neoplasms and congenital disorders. SMQ Biliary tract disorders covers specific disorders of the entire biliary tract.
C3544361	Lymphoma: a heterogeneous group of malignancies generally divided into non-Hodgkin lymphoma (NHL) and Hodgkin disease. NHL is about 85% of lymphomas. Median age at diagnosis is sixth decade. Some forms of NHL - such as Burkitt lymphoma and lymphoblastic lymphoma - occur in younger patients. Classified by several different systems (e.g., Working Formulation, REAL classification) based on morphology and clinical behavior. Variety of laboratory and imaging studies are used to evaluate and stage NHL. Treatment depends on stage, grade, type and various patient factors (symptoms, age, etc.). NHL may result from: chromosomal translocations; infections (Epstein-Barr virus [EBV] and hepatitis C virus); environmental factors (radiation exposure and chemotherapy); immunodeficiency states; and chronic inflammation. Clinical presentation depends on location of disease and biologic characteristics (e.g., low grade vs. high grade). Peripheral adenopathy and B symptoms (fever, night sweats, weight loss) are characteristic for some forms of NHL. Hodgkin lymphoma: has histologic findings, biologic behavior, and clinical characteristics distinct from NHL. Excisional lymph node biopsy generally recommended to establish diagnosis. Various imaging studies used to determine disease stage. Lymphadenopathy and constitutional B symptoms are characteristic. Treated with multiagent chemotherapy, plus or minus radiation therapy. Etiology of Hodgkin lymphoma has not been established. Certain infectious agents, e.g. EBV, may be involved. HIV infected patients have a higher incidence. Genetic predisposition may also play a role.
C3544362	Aim of this SMQ is to support database searches for potentially drug/vaccine related hypersensitivity/allergic reactions in connection with Risk Management Plans, PSUR and other surveillance activities; designed to retrieve all types of cases possibly related to hypersensitivity/ allergic reactions; SMQ is not intended to differentiate between different types of hypersensitivity reactions such as the Coombs classification. A number of SMQs for specific allergic conditions already exist (e.g. SMQ Anaphylactic reaction, SMQ Angioedema). Hypersensitivity is often used in a very general way to describe a large number of conditions related to an exaggerated response of the body to a foreign agent; a more restricted use is for allergic reactions of all types. Many terms included in SMQ Hypersensitivity do not permit differentiation between hypersensitivity/allergic reactions and other causes for the given event and therefore further analysis of cases retrieved by the SMQ is required.
C3544363	Chronic kidney disease (CKD) is a heterogeneous group of disorders affecting kidney structure and function. Symptoms include: anorexia, nausea, vomiting, stomatitis, dysgeusia, nocturia, lassitude, fatigue, pruritus, decreased mental acuity, muscle twitches and cramps, water retention, undernutrition, gastrointestinal ulceration and bleeding, peripheral neuropathies, and seizures. Diagnosis is based on laboratory testing of renal function and sometimes renal biopsy. Treatment directed at the underlying condition but includes fluid and electrolyte management, erythropoietin for anemia, dialysis or transplantation. CKD may result from a number of causes including: vascular disease; primary and secondary glomerular diseases; tubulointerstitial disease; and urinary tract obstruction. Markers of kidney damage in addition to proteinuria include urine sediment abnormalities and abnormalities on imaging studies. Two major outcomes of CKD include: loss of kidney function leading to failure; and development of cardiovascular disease. High blood pressure is both a cause and a complication of CKD and is associated with a faster loss of kidney function and development of cardiovascular disease. Additional complications include: anemia; malnutrition; bone disease and disorders of calcium and phosphorus metabolism; and neuropathies. Criteria for CKD established by the National Kidney Foundation are: kidney damage for =3 months (structural or functional abnormalities) with or without decreased glomerular filtration rate manifested by either pathological abnormalities or markers of kidney damage (urine or blood abnormalities, or abnormalities in imaging tests); and glomerular filtration rate <60 mL/min/1.73m2 for =3 months, with or without kidney damage.
C3544364	This SMQ is a sub-SMQ of Drug abuse, dependence and withdrawal (SMQ). For a detailed description, please refer to the one in Drug abuse, dependence and withdrawal (SMQ).
C3666006	SMQ Arthritis intended to identify potential cases of arthritis and worsened arthritis that may be drug related. Arthritis is inflammation of one or more joints, resulting in: redness, warmth, pain, swelling, stiffness, limited movement. Numerous types of arthritis exist, including: osteoarthritis, infective arthritis, rheumatoid arthritis, psoriatic arthritis, related autoimmune diseases. Pain caused by intra-articular disorders may be secondary to: inflammatory arthritis (e.g., infection, RA, crystal deposition); or noninflammatory process (e.g., osteoarthritis). Inflammatory arthritis may involve: peripheral joints only (e.g., hands, knees, feet); or both peripheral and axial joints (e.g., sacroiliac, apophyseal, discovertebral, costovertebral). Peripheral oligoarticular and polyarticular arthritis have specific likely causes such as: juvenile idiopathic arthritis, Lyme disease arthritis. Acute polyarticular arthritis: most often due to infection (usually viral), or flare of a rheumatic disease. Chronic polyarticular arthritis in adults: most often due to rheumatoid arthritis (inflammatory), or osteoarthritis (noninflammatory). Chronic polyarticular arthritis in children: most often due to juvenile idiopathic arthritis. In many patients, arthritis is often transient, resolving without diagnosis, or may not fulfill criteria for a defined rheumatic disease
