CUI	SAB	DEF
C0030920	MSHCZE	Defekt (ulkus) ve sliznici žaludku či dvanáctníku, na jehož vzniku se uplatňuje žaludeční kyselina chlorovodíková a snížené obranné schopnosti sliznice. Přispívají k němu dědičné a psychické vlivy. Negativně působí i některé léky zejm. nesteroidní antirevmatika, kortikoidy a některá onemocnění (jaterní cirhóza). Významným patogenetickým faktorem je bakterie Helicobacter pylori. Základním příznakem je bolest, která u vředu na dvanáctníku je vázána na hlad (např. v noci) a po jídle se zmírňuje. Obtíže jsou často sezónní - zhoršují se na jaře a na podzim. V některých případech se objevují závažné akutní komplikace vředu: krvácení, perforace, penetrace, popř. vznik obstrukce. V diagnóze se uplatňuje zejm. gastroskopie, event. rentgenové metody. Léčba spočívá v podávání antiulcerózních látek (inhibitory protonové pumpy, H2-antagonisté v kombinaci s antibiotiky k eradikaci H. pylori; popř. se mohou podávat antacida či spasmolytika). Význam mají i režimová opatření. Účinná léčba snížila počet prováděných chirurgických zákroků. P. v. může recidivovat. Histologické vyšetření u p. v. v žaludku je nutné s ohledem na vyloučení event. karcinomu (zejm. při snížené aciditě). Příznaky podobné vředu mohou někdy být důsledkem funkční dyspepsie. (cit. Velký lékařský slovník online, 2013 http://lekarske.slovniky.cz/ )
C0030920	MEDLINEPLUS	<p>A peptic ulcer is a sore in the lining of your stomach or your duodenum, the first part of your small intestine. A burning stomach pain is the most common symptom. The pain</p> <ul> <li>Starts between meals or during the night</li> <li>Briefly stops if you eat or take antacids</li> <li>Lasts for minutes to hours</li> <li>Comes and goes for several days or weeks</li> </ul> <p>Peptic ulcers happen when the acids that help you digest food damage the walls of the stomach or duodenum. The most common cause is infection with a bacterium called <a href=https://medlineplus.gov/helicobacterpyloriinfections.html>Helicobacter pylori</a>. Another cause is the long-term use of nonsteroidal anti-inflammatory medicines (NSAIDs) such as aspirin and ibuprofen. Stress and spicy foods do not cause ulcers, but can make them worse. </p> <p>To see if you have an H. pylori infection, your doctor will test your blood, breath, or stool. Your doctor also may look inside your stomach and duodenum by doing an <a href=https://medlineplus.gov/endoscopy.html>endoscopy</a> or x-ray.</p> <p>Peptic ulcers will get worse if not treated. Treatment may include medicines to reduce stomach acids or antibiotics to kill H. pylori. Antacids and milk can't heal peptic ulcers. Not smoking and avoiding alcohol can help. You may need surgery if your ulcers don't heal.</p> <p class=>NIH: National Institute of Diabetes and Digestive and Kidney Diseases</p>
C0030920	HPO	An ulcer of the gastrointestinal tract. [HPO:probinson]
C0030920	NCI	A mucosal erosion that occurs in the esophagus, stomach or duodenum. Symptoms can include abdominal pain, nausea and vomiting, and bleeding.
C0030920	NCI_NCI-GLOSS	A break in the lining of the lower part of the esophagus, the stomach, or the upper part of the small intestine. Peptic ulcers form when cells on the surface of the lining become inflamed and die. They are usually caused by Helicobacter pylori bacteria and by certain medicines, such as aspirin and other nonsteroidal anti-inflammatory drugs (NSAIDs). Peptic ulcers may be linked to cancer and other diseases.
C0030920	NCI_NICHD	A mucosal injury that occurs in the stomach or duodenum.
C0030920	MSHPOR	Úlcera que ocorre nas porções do TRATO GASTROINTESTINAL que entram em contato com o SUCO GÁSTRICO contendo PEPSINA e ÁCIDO GÁSTRICO. Ocorre quando há defeitos na barreira da MUCOSA. As formas comuns de úlcera péptica estão associadas com HELICOBACTER PYLORI e o consumo de drogas anti-inflamatórias não esteroides (NSAIDs).
C0033036	MSH	A type of cardiac arrhythmia with premature atrial contractions or beats caused by signals originating from ectopic atrial sites. The ectopic signals may or may not conduct to the HEART VENTRICLES. Atrial premature complexes are characterized by premature P waves on ECG which are different in configuration from the P waves generated by the normal pacemaker complex in the SINOATRIAL NODE.
C0033036	MSHCZE	Extrasystoly vzniklé v oblasti síní či síňokomorového převodu (junkce). Občasné síňové extrasystoly mohou být běžným nálezem, častěji jsou vyprovokovány kávou, kouřením, rozčilením (stimulace sympatiku). Mohou se projevit jako nepravidelnost tepu. Na EKG je patrný předčasný komorový komplex normálního tvaru bez P vlny či s odlišnou P vlnou a odlišným PR intervalem, obv. bývá neúplná kompenzační pauza. (cit. Velký lékařský slovník online, 2016 http://lekarske.slovniky.cz/)
C0033036	HPO	A type of cardiac arrhythmia with premature atrial contractions or beats caused by signals originating from ectopic atrial sites. []
C0033036	MSHPOR	Tipo de arritmia cardíaca com contrações atriais prematuras ou batimentos causados por sinais que se originam dos lados atriais ectópicos. Os sinais ectópicos podem ou não conduzir a VENTRÍCULOS DO CORAÇÃO. Os complexos atriais prematuros são caracterizados por ondas P prematuras no ECG que são diferentes na configuração das ondas P geradas pelo complexo marca-passo normal no NÓ SINOATRIAL.
C0033774	MSH	An intense itching sensation that produces the urge to rub or scratch the skin to obtain relief.
C0033774	CSP	intense itching sensation that produces the urge to rub or scratch the skin to obtain relief.
C0033774	MSHCZE	Někdy se jako pruritus označuje svědění bez průvodních kožních změn - primární pruritus. Bývá poměrně častý u starších lidí v důsledku stárnutí kůže, ale i jejího přesušení. Provází rovněž některé vnitřní choroby např. městnání žluči při cholestáze, cukrovku, Hodgkinovu nemoc aj. Jako sekundární pruritus se pak označuje svědění provázející kožní nemoci ekzém, mykózy aj. (cit. Velký lékařský slovník online, 2012 http://lekarske.slovniky.cz/ )
C0033774	MSHNOR	En intenst kløende følelse som fremkaller behov for å gni huden eller klø seg for å oppnå lindring.
C0033774	MEDLINEPLUS	<h3>What is itching?</h3> <p>Itching is an irritating sensation that makes you want to scratch your skin. Sometimes it can feel like pain, but it is different. Often, you feel itchy in one area in your body, but sometimes you may feel itching all over. Along with the itching, you may also have a <a href=https://medlineplus.gov/rashes.html>rash</a> or <a href=https://medlineplus.gov/hives.html>hives</a>.</p> <h3>What causes itching?</h3> <p>Itching is a symptom of many health conditions. Some common causes are</p> <ul> <li><a href=https://medlineplus.gov/allergy.html>Allergic reactions</a> to <a href=https://medlineplus.gov/foodallergy.html>food</a>, <a href=https://medlineplus.gov/insectbitesandstings.html>insect bites</a>, <a href=https://medlineplus.gov/hayfever.html>pollen</a>, and <a href=https://medlineplus.gov/drugreactions.html>medicines</a></li> <li><a href=https://medlineplus.gov/skinconditions.html>Skin conditions</a> such as <a href=https://medlineplus.gov/eczema.html>eczema</a>, <a href=https://medlineplus.gov/psoriasis.html>psoriasis</a>, and dry skin</li> <li>Irritating chemicals, <a href=https://medlineplus.gov/cosmetics.html>cosmetics</a>, and other substances</li> <li>Parasites such as <a href=https://medlineplus.gov/pinworms.html>pinworms</a>, <a href=https://medlineplus.gov/scabies.html>scabies</a>, <a href=https://medlineplus.gov/headlice.html>head</a> and <a href=https://medlineplus.gov/bodylice.html>body lice</a></li> <li>Pregnancy</li> <li><a href=https://medlineplus.gov/liverdiseases.html>Liver</a>, <a href=https://medlineplus.gov/kidneydiseases.html>kidney</a>, or <a href=https://medlineplus.gov/thyroiddiseases.html>thyroid</a> diseases</li> <li>Certain <a href=https://medlineplus.gov/cancer.html>cancers</a> or cancer treatments</li> <li>Diseases that can affect the nervous system, such as <a href=https://medlineplus.gov/diabetes.html>diabetes</a> and <a href=https://medlineplus.gov/shingles.html>shingles</a></li> </ul> <h3>What are the treatments for itching?</h3> <p>Most itching is not serious. To feel better, you could try</p> <ul> <li>Applying cold compresses</li> <li>Using moisturizing lotions</li> <li>Taking lukewarm or oatmeal baths</li> <li>Using over-the-counter hydrocortisone cream or antihistamines</li> <li>Avoiding scratching, wearing irritating fabrics, and exposure to high heat and humidity</li> </ul> <p>Contact your health care provider if your itching is severe, does not go away after a few weeks, or does not have an apparent cause. You may need other treatments, such as medicines or light therapy. If you have an underlying disease that is causing the itching, treating that disease may help.</p>
C0033774	HPO	Pruritus is an itch or a sensation that makes a person want to scratch. This term refers to an abnormally increased disposition to experience pruritus. [HPO:probinson]
C0033774	NCI_NCI-GLOSS	Itching. Severe itching may be a side effect of some cancer treatments and a symptom of some types of cancers.
C0033774	NCI_CTCAE	A disorder characterized by an intense itching sensation.
C0033774	NCI	An intense itching sensation.
C0033774	NCI_NICHD	An itching sensation.
C0033774	NCI_FDA	An irritating feeling that produces the desire to scratch.
C0033774	NCI	A skin disorder characterized by an intense itching sensation.
C0033774	MSHPOR	Sensação de coceira intensa que produz a necessidade de friccionar ou coçar a pele para obter alívio.
C0034152	MSH	A systemic non-thrombocytopenic purpura caused by HYPERSENSITIVITY VASCULITIS and deposition of IGA-containing IMMUNE COMPLEXES within the blood vessels throughout the body, including those in the kidney (KIDNEY GLOMERULUS). Clinical symptoms include URTICARIA; ERYTHEMA; ARTHRITIS; GASTROINTESTINAL HEMORRHAGE; and renal involvement. Most cases are seen in children after acute upper respiratory infections.
C0034152	MSHCZE	Onemocnění patřící k imunokomplexovým vaskulitidám, vyskytuje se často v dětství, ale může vzniknout v jakémkoli věku, je častější u mužského pohlaví. Klinicky se projevuje výsevem purpury (způsobené narušením cévní stěny, často na dolních končetinách), mnohdy současně s bolestmi kloubů, břicha, zvracením, podkožními otoky (vč. edému skrota) a postižením ledvin typu glomerulonefritidy obdobným jako u IgA nefropatie. V drobných cévách se ukládají imunokomplexy s IgA, antigenem je např. beta-hemolytický streptokok, EBV, VZV, mykoplasma, možný je vliv potravin, hmyzího kousnutí, léků; přesná etiopatogeneze není známa. (cit. Velký lékařský slovník online, 2016 http://lekarske.slovniky.cz)
C0034152	MSHNOR	En systemisk ikke-trombocytopen purpura utløst av hypersensitivitetsvaskulitt og avsetning av immunkomplekser som inneholder IgA i blodkar i hele kroppen, inklusive kar i nyren (nyreglomerulus). De kliniske symptomer inkluderer elveblest, rødt utslett, leddbetennelse, blødning i mage-tarm-kanalen og nyreaffeksjon. De fleste tilfeller ses hos barn etter akutte luftveisinfeksjoner.
C0034152	NCI	A systemic, usually self-limited immune complex vasculitis, characterized by immunoglobulin A deposition in the small vessels and kidneys. It is manifested with small hemorrhages in the skin, gastrointestinal symptoms, arthritis, and nephropathy.
C0034152	NCI_NICHD	A systemic, usually self-limited immune complex vasculitis, characterized by immunoglobulin A deposition in the small vessels and kidneys. It is manifested with small hemorrhages in the skin, gastrointestinal symptoms, arthritis, and nephropathy.
C0034152	MSHPOR	Púrpura não trombocitopênica sistêmica causada por VASCULITE DE HIPERSENSIBILIDADE e deposição de COMPLEXOS IMUNES contendo IGA dentro dos vasos sanguíneos ao longo do corpo, inclusive aqueles no rim (GLOMÉRULOS RENAIS). Entre os sintomas clínicos estão URTICÁRIA, ERITEMA, ARTRITE, HEMORRAGIA GASTROINTESTINAL e envolvimento renal. A maioria dos casos é visto em crianças após infecções respiratórias superiores agudas.
C0034935	MSH	A reflex found in normal infants consisting of dorsiflexion of the HALLUX and abduction of the other TOES in response to cutaneous stimulation of the plantar surface of the FOOT. In adults, it is used as a diagnostic criterion, and if present is a NEUROLOGIC MANIFESTATION of dysfunction in the CENTRAL NERVOUS SYSTEM.
C0034935	MSHCZE	Extenzní reflex, fyziologický u dětí do 2 let. Vyšetřuje se podrážděním planta pedis ostrým předmětem od paty po laterální ploše směrem k palci. Při lézi pyramidové dráhy se vybaví extenze palce dorzální flexe. (cit. Velký lékařský slovník online, 2016 http://lekarske.slovniky.cz)
C0034935	NCI	A reflex characterized by upward movement of the great toe and an outward movement of the rest of the toes, when the sole of the foot is stroked. It is a normal reflex up to the age of two. Its presence beyond that age indicates neurological damage.
C0034935	HPO	Upturning of the big toe (and sometimes fanning of the other toes) in response to stimulation of the sole of the foot. If the Babinski sign is present it can indicate damage to the corticospinal tract. [HPO:curators]
C0034935	MSHPOR	Reflexo encontrado em crianças normais que consiste de dorsiflexão do HALLUX e abdução dos outros DEDOS DO PÉ em resposta à estimulação cutânea da superfície plantar do PÉ. Em adultos, é usado como critério diagnóstico e, se presente, é uma das MANIFESTAÇÕES NEUROLÓGICAS de disfunção do SISTEMA NERVOSO CENTRAL.
C0035222	CSP	fulminant pulmonary interstitial and alveolar edema resulting from diffuse infection, shock, or trauma of the lungs.
C0035222	MSHCZE	Syndrom projevující se progresivní, život ohrožující respirační insuficiencí bez přítomnosti známého onemocnění plic, obvykle po systémovém zásahu jako je operace nebo vážné zranění.
C0035222	NCI_CTCAE	A disorder characterized by progressive and life-threatening pulmonary distress in the absence of an underlying pulmonary condition, usually following major trauma or surgery.
C0035222	NCI	Progressive and life-threatening pulmonary distress in the absence of an underlying pulmonary condition, usually following major trauma or surgery. Cases of neonatal respiratory distress syndrome are not included in this definition.
C0035222	NCI_FDA	Progressive and life-threatening pulmonary distress in the absence of an underlying pulmonary condition, usually following major trauma or surgery. Cases of neonatal respiratory distress syndrome are not included in this definition.
C0035222	MSHPOR	Síndrome caracterizada por INSUFICIÊNCIA RESPIRATÓRIA progressiva com risco de morte na ausência de PNEUMOPATIAS conhecidas, normalmente depois de um insulto sistêmico como cirurgia ou TRAUMA importante.
C0036974	MSH	A pathological condition manifested by failure to perfuse or oxygenate vital organs.
C0036974	CSP	a profound hemodynamic and metabolic disturbance characterized by the failure of the circulatory system to maintain adequate perfusion of vital organs; causes inadequate delivery of nutrients and insufficient removal of cellular waste products to and from the tissues.
C0036974	MSHCZE	Šok je náhlý život ohrožující stav poruchy perfuze tkání, která může vést k orgánovým změnám. (cit. Wikiskripta 2016 http://www.wikiskripta.eu/)
C0036974	MEDLINEPLUS	<p>Shock happens when not enough blood and oxygen can get to your organs and tissues. It causes very low blood pressure and may be life-threatening. It often happens along with a serious injury.</p> <p> There are several kinds of shock. Hypovolemic shock happens when you lose a lot of blood or fluids. Causes include internal or external bleeding, dehydration, burns, and severe vomiting and/or diarrhea. Septic shock is caused by infections in the bloodstream. A severe allergic reaction can cause <a href=https://medlineplus.gov/anaphylaxis.html>anaphylactic shock</a>. An insect bite or sting might cause it. Cardiogenic shock happens when the heart cannot pump blood effectively. This may happen after a heart attack. Neurogenic shock is caused by damage to the nervous system.</p> <p>Symptoms of shock include</p> <ul> <li>Confusion or lack of alertness</li> <li>Loss of consciousness</li> <li>Sudden and ongoing rapid heartbeat</li> <li>Sweating</li> <li>Pale skin</li> <li>A weak pulse</li> <li>Rapid breathing</li> <li>Decreased or no urine output</li> <li>Cool hands and feet</li> </ul> <p>Shock is a life-threatening medical emergency and it is important to get help right away. Treatment of shock depends on the cause.</p> <p class=>NIH: National Heart, Lung, and Blood Institute</p>
C0036974	HPO	The state in which profound and widespread reduction of effective tissue perfusion leads first to reversible, and then if prolonged, to irreversible cellular injury. []
C0036974	NCI	A life-threatening condition that requires immediate medical intervention. It is characterized by reduced blood flow that may result in damage of multiple organs. Types of shock include cardiogenic, hemorrhagic, septic, anaphylactic, and traumatic shock.
C0036974	NCI_NICHD	Profoundly reduced blood flow that results in impaired tissue perfusion and possible end organ damage.
C0036974	NCI_FDA	A life-threatening condition that requires immediate medical intervention. It is characterized by reduced blood flow that may result in damage of multiple organs.
C0036974	MSHPOR	Afecção manifestada por falha na perfusão ou oxigenação de órgãos vitais.
C0037036	MSH	Increased salivary flow.
C0037036	MSHCZE	Zvýšený tok slin.
C0037036	MSHPOR	Aumento do fluxo salivar.
C0037036	MSHNOR	Økt spyttsekresjon (for mye spytt).
C0037036	NCI	An increase in saliva secretion.
C0037036	NCI_NICHD	An increase in saliva secretion.
C0037036	HPO	Excessive production of saliva. [HPO:probinson]
C0039070	MSH	A transient loss of consciousness and postural tone caused by diminished blood flow to the brain (i.e., BRAIN ISCHEMIA). Presyncope refers to the sensation of lightheadedness and loss of strength that precedes a syncopal event or accompanies an incomplete syncope. (From Adams et al., Principles of Neurology, 6th ed, pp367-9)
C0039070	CSP	fainting due to a sudden fall of blood pressure below the level required to maintain oxygenation of brain tissue.
C0039070	NCI	Extremely weak; threatened with syncope.
C0039070	MSHCZE	Krátkodobá ztráta vědomí, která je způsobena nedostatkem okysličené krve v mozku (hypoxie). Důsledkem neprokrvení mozku kyslíkem je pokles krevního tlaku až do hypotenze. Obvykle se vyskytuje i u zdravých lidí, a to při citovém vzrušení nebo při strachu. Vzniknout může i při dlouhodobém stání. Synkopu mohou vyvolat i mnohem závažnější onemocnění jako např. poruchy srdečního rytmu - arytmie nebo chlopenní vady. (cit. Wikipedie 2016 http://www.cs.wikipedia.org/)
C0039070	MEDLINEPLUS	<p>Fainting is a temporary loss of consciousness. If you're about to faint, you'll feel dizzy, lightheaded, or nauseous. Your field of vision may white out or black out. Your skin may be cold and clammy. You lose muscle control at the same time, and may fall down.</p> <p>Fainting usually happens when your blood pressure <a href=https://medlineplus.gov/lowbloodpressure.html>drops</a> suddenly, causing a decrease in blood flow to your brain. It is more common in older people. Some causes of fainting include</p> <ul> <li>Heat or dehydration </li> <li>Emotional distress </li> <li>Standing up too quickly </li> <li>Certain medicines </li> <li>Drop in blood sugar </li> <li>Heart problems </li> </ul> <p>When someone faints, make sure that the airway is clear and check for breathing. The person should stay lying down for 10-15 minutes. Most people recover completely. Fainting is usually nothing to worry about, but it can sometimes be a sign of a serious problem. If you faint, it's important to see your health care provider and find out why it happened. </p>
C0039070	HPO	Syncope refers to a generalized weakness of muscles with loss of postural tone, inability to stand upright, and loss of consciousness. Once the patient is in a horizontal position, blood flow to the brain is no longer hindered by gravitation and consciousness is regained. Unconsciousness usually lasts for seconds to minutes. Headache and drowsiness (which usually follow seizures) do not follow a syncopal attack. Syncope results from a sudden impairment of brain metabolism usually due to a reduction in cerebral blood flow. [HPO:probinson]
C0039070	NCI	A spontaneous loss of consciousness caused by insufficient blood supply to the brain.
C0039070	NCI_CTCAE	A disorder characterized by spontaneous loss of consciousness caused by insufficient blood supply to the brain.
C0039070	NCI_NICHD	Transitory loss of consciousness and postural tone.
C0039070	NCI_ACC-AHA	Sudden loss of consciousness with loss of postural tone, not related to anesthesia with spontaneous recovery as reported by patient or observer. Patient may experience syncope when supine.
C0039070	NCI_FDA	A spontaneous, transient, loss of consciousness caused by insufficient blood supply to the brain.
C0039070	MSHPOR	Perda transitória da consciência e do tônus postural, causada por diminuição do fluxo sanguíneo ao cérebro (i. é, ISQUEMIA CEREBRAL). A pré-síncope refere-se à sensação de cabeça leve e perda da força que precede um evento de síncope, ou acompanha uma síncope incompleta. (Tradução livre do original: Adams et al., Principles of Neurology, 6th ed, pp367-9).
C0039231	MSH	Abnormally rapid heartbeat, usually with a HEART RATE above 100 beats per minute for adults. Tachycardia accompanied by disturbance in the cardiac depolarization (cardiac arrhythmia) is called tachyarrhythmia.
C0039231	CSP	excessive rapidity in the action of the heart.
C0039231	MSHCZE	Zrychlení srdeční frekvence nad fyziologickou mez, nejčastěji se za tachykardii považuje hodnota vyšší než 90-100 tepů/min. Nejčastější fyziologickou příčinou tachykardie je sportovní nebo jiná tělesná aktivita. Tachykardie spojená s poruchou srdeční depolarizace (srdeční arytmií) se označuje jako tachyarytmie. (cit. Wikiskripta 2016 http://www.wikiskripta.eu/)
C0039231	MSHNOR	Unormalt rask hjerterytme, vanligvis med en hjerterytme over 100 slag i minuttet for voksne. Takykardi ledsaget av forstyrrelse i den kardiale depolarisasjonen (kardial arytmi) kalles takyarytmi.
C0039231	HPO	A rapid heartrate that exceeds the range of the normal resting heartrate for age. [HPO:probinson]
C0039231	NCI_NCI-GLOSS	Rapid beating of the heart, usually defined as greater than 100 beats per minute.
C0039231	NCI	An abnormally rapid heart rate. Thresholds for different age, gender, and patient populations exist.
C0039231	NCI_NICHD	An abnormally high heart rate for age.
C0039231	NCI_FDA	Abnormally high heart rate. Thresholds for different age, gender, and patient populations exist.
C0039231	MSHPOR	Batimentos cardíacos anormalmente rápidos, geralmente com FREQUÊNCIA CARDÍACA acima de 100 batimentos por minuto para adultos. A taquicardia acompanhada por distúrbio na despolarização cardíaca (arritmia cardíaca) é chamada taquiarritmia.
C0040405	MSH	Tomography using x-ray transmission and a computer algorithm to reconstruct the image.
C0040405	CSP	radiography in which a three dimensional image of a body structure is constructed by computer from a series of plane cross sectional images made along an axis.
C0040405	MEDLINEPLUS	<p>Computed tomography (CT) is a type of imaging. It uses special x-ray equipment to make cross-sectional pictures of your body. </p> <p>Doctors use CT scans to look for</p> <ul> <li><a href=https://medlineplus.gov/fractures.html>Fractures</a> (broken bones)</li> <li> Cancers</li> <li><a href=https://medlineplus.gov/bloodclots.html>Blood clots</a></li> <li> Signs of <a href=https://medlineplus.gov/heartdiseases.html>heart disease</a></li> <li> Internal bleeding</li> </ul> <p>During a CT scan, you lie still on a table. The table slowly passes through the center of a large X-ray machine. The test is painless. During some tests you receive a contrast dye, which makes parts of your body show up better in the image.</p> <p class=>NIH: National Cancer Institute</p>
C0040405	MSHNOR	Tomografimetode med bruk av databeregninger for å fremstille og gjengi røntgenbilder.
C0040405	MSHCZE	Tomografie využívající k rekonstrukci obrazu přenos rentgenových paprsků a počítačový algoritmus.
C0040405	NCI	A method of examining structures within the body by scanning them with X rays and using a computer to construct a series of cross-sectional scans along a single axis.
C0040405	NCI_NCI-GLOSS	A series of detailed pictures of areas inside the body; the pictures are created by a computer linked to an x-ray machine.
C0040405	NCI_CDISC	An imaging technique for examining structures within the body by scanning them with X rays and using a computer to construct a series of cross-sectional scans along a single axis.
C0040405	HL7V3.0	<p>Computed axial tomography</p>
C0040405	MSHPOR	Tomografia utilizando transmissão por raio x e um computador de algoritmo para reconstruir a imagem.
C0040517	MSH	A neuropsychological disorder related to alterations in DOPAMINE metabolism and neurotransmission involving frontal-subcortical neuronal circuits. Both multiple motor and one or more vocal tics need to be present with TICS occurring many times a day, nearly daily, over a period of more than one year. The onset is before age 18 and the disturbance is not due to direct physiological effects of a substance or another medical condition. The disturbance causes marked distress or significant impairment in social, occupational, or other important areas of functioning. (From DSM-IV, 1994; Neurol Clin 1997 May;15(2):357-79)
C0040517	CSP	neuropsychological disorder related to alterations in dopamine metabolism and neurotransmission involving frontal-subcortical neuronal circuits; both multiple motor and one or more vocal tics need to be present with tics occurring many times a day, nearly daily, over a period of more than one year; disturbance causes marked distress or significant impairment in social, occupational, or other important areas of functioning.
C0040517	MSHCZE	Tiková nemoc (fr. maladie des tics). Charakterizují ji prudké svalové stahy a záškuby v obličeji, ramenou a končetinách (motorické tiky), křečovité a výbušné zvuky (zvukové tiky), u části postižených může být koprolálie, kopropraxie, echolálie, což přispívá k někdy bizarnímu charakteru T. s. Syndrom je poměrně častý, zejm. zahrnou-li se i lehčí formy. Příznaky jsou nápadné v dětství a později se obv. zmírňují, mohou mít různou závažnost, lehčí představuje např. stálé mrkání, pokašlávání, grimasování. Inteligence není poškozena, mohou být některé další poruchy (učení, pozornosti, obsedantně-kompulzivní porucha aj.). Lehčí případy se léčí spíše psychoterapií, výchovou, jinak se užívají různá psychofarmaka. Nemoc má familiární androtropní výskyt s neúplnou penetrancí přenosu, existují i sporadické případy. Patofyziologicky se uplatňují poruchy regulací mozkových oblastí (bazálních ganglií, thalamu, kůry), poruchy mediátorů (zejm. dopaminu). (cit. Velký lékařský slovník online, 2018 http://lekarske.slovniky.cz)
C0040517	NCI	A neurologic disorder caused by defective metabolism of the neurotransmitters in the brain. It is characterized by repeated involuntary movements (motor tics) and uncontrollable vocal sounds (vocal tics). The symptoms are usually manifested before the age of eighteen.
C0040517	NCI_NICHD	A neurological disorder presenting in childhood that is characterized by both motor and phonic tics that occur daily or nearly daily for at least a year and are not attributed to an identifiable cause.
C0040517	MSHNOR	En nevropsykologisk forstyrrelse relatert til endringer i dopaminmetabolisme og nevrotransmisjon i hjernens basalganglier. Både motoriske tics (ufrivillige bevegelser) og vokale tics (ufrivillige lyder eller ord/meninger) må være til stede og inntreffe mange ganger om dagen, nesten hver dag, over en periode på mer enn ett år. Sykdommen starter ofte i barnealderen, men må debutere før fylte 18 år hvis diagnosen Touretts syndrom skal kunne stilles. Sykdommen skyldes ikke direkte fysiologiske effekter av et stoff eller en annen medisinsk tilstand. Den medfører stor psykisk belastning og forårsaker betydelige vansker når det gjelder å fungere i sosiale sammenhenger, i arbeidslivet eller på andre viktige arenaer. (Sykdommen kan behandles, med god effekt hos mange.)
C0040517	MEDLINEPLUS	<p>If you have Tourette syndrome, you make unusual movements or sounds, called tics. You have little or no control over them. Common tics are throat-clearing and blinking. You may repeat words, spin, or, rarely, blurt out swear words. </p> <p>Tourette syndrome is a disorder of the nervous system. It often occurs with other problems, such as</p> <ul> <li> <a href=https://medlineplus.gov/attentiondeficithyperactivitydisorder.html>Attention deficit hyperactivity disorder </a> (ADHD)</li> <li> <a href=https://medlineplus.gov/obsessivecompulsivedisorder.html>Obsessive-compulsive disorder</a> (OCD)</li> <li> <a href=https://medlineplus.gov/anxiety.html>Anxiety</a></li> <li> <a href=https://medlineplus.gov/depression.html>Depression</a></li> </ul> <p>The cause of Tourette syndrome is unknown. It is more common in boys than girls. The tics usually start in childhood and may be worst in the early teens. Many people eventually outgrow them. </p> <p>No treatment is needed unless the tics interfere with everyday life. Excitement or worry can make tics worse. Calm, focused activities may make them better. Medicines and talk therapy may also help.</p> <p class=>NIH: National Institute of Neurological Disorders and Stroke</p>
C0040517	MSHPOR	Transtorno neuropsicológico relacionado com alterações no metabolismo e na neurotransmissão da DOPAMINA que envolve os circuitos neuronais frontais-subcorticais. Há a necessidade da presença de TIQUES motores múltiplos e um ou mais tiques vocais que acontecem muitas vezes ao dia, quase diariamente por um período de mais de um ano. A idade de início é antes dos 18 anos de vida e o distúrbio não se deve diretamente a efeitos psicológicos de uma substância química ou de outras afecções médicas. O transtorno causa sofrimento acentuado ou um prejuízo significativo no funcionamento social, ocupacional ou em outras áreas importantes. (Tradução livre do original: DSM-IV, 1994; Neurol Clin 1997 May;15(2):357-79)
C0042109	MSH	A vascular reaction of the skin characterized by erythema and wheal formation due to localized increase of vascular permeability. The causative mechanism may be allergy, infection, or stress.
C0042109	CSP	usually transient vascular reaction involving the upper dermis, representing local edema caused by dilation and increased permeability of the capilliaries and the development of wheals.
C0042109	MSHPOR	Reação vascular da pele, caracterizada por eritema e formação de feridas devido ao aumento localizado da permeabilidade vascular. O mecanismo causativo pode ser alergia, infecção ou estresse.
C0042109	MSHCZE	Kožní onemocnění charakterizované akutním či chronickým výsevem svědivých, větš. načervenalých pupenů, někdy značně rozsáhlých a splývavých, event. i s tvorbou puchýřů. Část kopřivek je podmíněna imunologicky, některé vznikají na neimunologickém podkladě (fyzikální příčiny, kontaktní či reflexní kopřivka). Někdy je provázena i celkovými příznaky a jinými projevy alergie (bolesti kloubů, astmatická dušnost, otoky, vzácněji až šok). Je-li známa její příčina, je nutné se jí vyhýbat. U. se léčí např. antihistaminiky (H1), kalciem, vzácněji kortikoidy. Místně lze tlumit svědění různými přípravky (tekutý pudr, obklady aj.) (cit. Velký lékařský slovník online, 2017 http://lekarske.slovniky.cz)
C0042109	MEDLINEPLUS	<p>Hives are red and sometimes itchy bumps on your skin. An <a href=https://medlineplus.gov/allergy.html>allergic reaction</a> to a drug or food usually causes them. Allergic reactions cause your body to release chemicals that can make your skin swell up in hives. People who have other allergies are more likely to get hives than other people. Other causes include infections and stress.</p> <p>Hives are very common. They usually go away on their own, but if you have a serious case, you might need medicine or a shot. In rare cases, hives can cause a dangerous swelling in your airways, making it hard to breathe - which is a medical emergency.</p>
C0042109	MSHNOR	En vaskulær reaksjon i huden, karakterisert ved erytem og vabler på grunn av lokal økning av vaskulær permeabilitet. Den utløsende mekanismen kan være allergi, infeksjon eller stress.
C0042109	HPO	Raised, well-circumscribed areas of erythema and edema involving the dermis and epidermis. Urticaria is intensely pruritic, and blanches completely with pressure. [HPO:probinson]
C0042109	SNOMEDCT_US	A raised, erythematous papule or cutaneous plaque, usually representing short-lived dermal edema
C0042109	NCI_CTCAE	A disorder characterized by an itchy skin eruption characterized by wheals with pale interiors and well-defined red margins.
C0042109	NCI_NCI-GLOSS	Itchy, raised red areas on the skin. Urticaria are caused by a reaction to certain foods, drugs, infections, or emotional stress.
C0042109	NCI	A transient, itchy skin eruption characterized by wheals with pale interiors and red margins.
